,명칭,주소,위도,경도,사진
874,아쿠아플라넷 일산,경기도 고양시 일산서구 한류월드로 282(대화동),37.6638195002,126.7555775071,아쿠아플라넷 일산.jpg
875,애보박물관,인천광역시 남동구 만의골로 71(운연동),37.4504306307,126.7670268897,애보박물관.jpg
876,박인환문학관,강원특별자치도 인제군 인제읍 인제로156번길 50,38.0628824868,128.1717366755,박인환문학관.jpg
877,대전근현대사전시관(옛 충남도청사 본관),대전광역시 중구 중앙로 101(선화동),36.3267106425,127.4209543468,대전근현대사전시관(옛 충남도청사 본관).jpg
878,부평 기적의도서관,인천광역시 부평구 길주남로 166(부개동),37.5034323298,126.7401834131,부평 기적의도서관.JPG
879,캔아트 체험교실,충청남도 아산시 신리길 55(신동),36.7781131227,127.0350655918,캔아트 체험교실.jpg
880,국립광주과학관,광주광역시 북구 첨단과기로 235(오룡동),35.2298976827,126.8498782136,국립광주과학관.jpg
881,인천광역시 여성문화회관,인천광역시 부평구 길주로 539(갈산동),37.5079981448,126.7220738262,인천광역시 여성문화회관.jpg
882,한국민화뮤지엄,전라남도 강진군 대구면 청자촌길 61-5,34.5086447638,126.8041888856,한국민화뮤지엄.jpg
883,제주 추사관,제주특별자치도 서귀포시 대정읍 추사로 44,33.2498068953,126.2785639201,제주 추사관.jpg
884,해남공룡박물관,전라남도 해남군 황산면 공룡박물관길 234,34.5898990614,126.4372969769,해남공룡박물관.jpg
885,엑스코(EXCO),대구광역시 북구 엑스코로 10(산격동),35.9071188858,128.6130934176,엑스코(EXCO).jpg
886,정남진천문과학관,전라남도 장흥군 장흥읍 평화우산길 180-608,34.6585660943,126.9262411877,정남진천문과학관.JPG
887,강릉원주대학교 박물관,강원특별자치도 강릉시 죽헌길 7,37.7707381838,128.8700824251,강릉원주대학교 박물관.jpg
888,홍주성역사관(홍성),충청남도 홍성군 홍성읍 아문길 20,36.599993757,126.6615485186,홍주성역사관(홍성).jpg
889,리각미술관,충청남도 천안시 동남구 태조산길 245(유량동),36.8201692945,127.1862397019,리각미술관.JPG
890,담양우표박물관,전라남도 담양군 대전면 대치9길 16,35.2766069614,126.8895957452,담양우표박물관.jpg
891,용산공예관,서울특별시 용산구 이태원로 274(한남동),37.5390717501,127.0021085366,용산공예관.jpg
892,국립현대미술관 청주,충청북도 청주시 청원구 상당로 314(내덕동),36.6555769823,127.4902363546,국립현대미술관 청주.jpg
893,정선 아리랑센터 (정선아리랑문화재단),강원특별자치도 정선군 정선읍 애산로 51,37.3763965519,128.671523421,정선 아리랑센터 (정선아리랑문화재단).JPG
894,대구 아쿠아리움,대구광역시 동구 동부로 149,35.8780669221,128.6294594533,대구 아쿠아리움.jpg
895,구룡포 근대문화역사관,경상북도 포항시 남구 구룡포읍 구룡포길 153-1,35.993582485,129.5592689446,구룡포 근대문화역사관.jpg
896,피규어뮤지엄 제주,제주특별자치도 서귀포시 안덕면 한창로 243,33.281971215,126.3553982011,피규어뮤지엄 제주.bmp
897,선사시대로 거리박물관,대구 달서구 월배로 · 상화로 일원,35.8100420853,128.5219180373,선사시대로 거리박물관.jpg
898,목포근대역사관 1관,전라남도 목포시 영산로29번길 6,34.7875870369,126.3820943332,목포근대역사관 1관.jpg
899,지혜의 숲,경기도 파주시 회동길 145(문발동),37.708726933,126.6867408704,지혜의 숲.jpg
900,소리체험박물관,인천광역시 강화군 길상면 해안남로474번길 11,37.5990365555,126.5082602669,소리체험박물관.jpg
901,대한민국 술테마박물관,전라북도 완주군 구이면 덕천전원길 232-58,35.7261657781,127.1364956629,대한민국 술테마박물관.jpg
902,김해시 수도박물관,경상남도 김해시 한림면 김해대로 1347,35.2839458232,128.8242365392,김해시 수도박물관.JPG
903,밀양의열기념관,경상남도 밀양시 노상하1길 25-12,35.4936486752,128.7509622025,밀양의열기념관.jpg
904,원효대사 깨달음 체험관,경기도 평택시 포승읍 호암길 58,37.0024223812,126.8217092968,원효대사 깨달음 체험관.jpg
905,의성 최치원문학관,경상북도 의성군 단촌면 고운사길 241,36.458447334,128.7309618104,의성 최치원문학관.jpg
906,대전무형문화재전수회관,대전광역시 대덕구 동춘당로94번길 50,36.3664675758,127.4417014113,대전무형문화재전수회관.jpg
907,동탄중앙어울림센터,경기도 화성시 동탄대로시범길 133(청계동),37.1999047098,127.1123413985,동탄중앙어울림센터.jpg
908,효자아트홀,경상북도 포항시 남구 행복길 120(효자동),36.0126009586,129.3304051228,효자아트홀.jpg
909,JCC재능문화센터,서울특별시 종로구 창경궁로35길 29(혜화동),37.5872772564,127.0019349641,JCC재능문화센터.jpg
910,수애뇨339,서울특별시 종로구 평창길 339(평창동),37.6126183386,126.9787752456,수애뇨339.jpg
911,세계화석광물박물관,전라남도 신안군 안좌면 대리길 18-20,34.7162860456,126.1691481868,세계화석광물박물관.JPG
912,에스팩토리,서울특별시 성동구 연무장15길 11(성수동2가),37.542883441,127.0590032474,에스팩토리.jpg
913,국립전북기상과학관,전라북도 정읍시 서부산업도로 168-43,35.5638374304,126.8382458017,국립전북기상과학관.jpg
914,아르떼뮤지엄 여수,전라남도 여수시 박람회길 1(덕충동),34.7522251119,127.7465197232,아르떼뮤지엄 여수.jpg
915,한국영상자료원,서울특별시 마포구 월드컵북로 400(상암동),37.5804343779,126.8899259259,한국영상자료원.jpg
916,소전미술관,경기도 시흥시 소래산길 41(대야동),37.4520307731,126.7854973841,소전미술관.jpg
917,아산코미디홀,충청남도 아산시 도고면 아산만로 171,36.759042932,126.8678589698,아산코미디홀.jpg
918,진안 가위박물관,전라북도 진안군 진안읍 마이산로 258,35.7659633304,127.4150254353,진안 가위박물관.JPG
919,파라다이스시티 스튜디오파라다이스,인천광역시 중구 영종해안남로321번길 186(운서동),37.4373461143,126.4557445366,파라다이스시티 스튜디오파라다이스.jpg
920,못난이미술관,전라남도 무안군 일로읍 상사바위길 125,34.7835062881,126.5115663325,못난이미술관.jpg
921,번개맨 체험관,울산광역시 울주군 상북면 알프스온천5길 103-8,35.556494693,129.0680104958,번개맨 체험관.jpg
922,낙동강역사이야기관,경상북도 상주시 낙동면 낙동1길 116,36.366427739,128.3087602398,낙동강역사이야기관.JPG
923,울릉천국 아트센터(울릉천국),경상북도 울릉군 북면 평리2길 207-16,37.5299751806,130.8446555276,울릉천국 아트센터(울릉천국).jpg
924,코스모40,인천광역시 서구 장고개로231번길 9(가좌동),37.4865443019,126.6779395614,코스모40.jpg
925,매암제다원,경상남도 하동군 악양면 악양서로 346-1,35.1611535448,127.7093874749,매암제다원.jpg
926,동해안젓갈콤플렉스센터,강원특별자치도 속초시 농공단지1길 4(대포동),38.1759219564,128.5965334733,동해안젓갈콤플렉스센터.jpg
927,한산모시관,충청남도 서천군 한산면 충절로 1089,36.0799890767,126.7987165698,한산모시관.jpg
928,봇재,전라남도 보성군 보성읍 녹차로 750,34.7134459772,127.0876951001,봇재.jpg
929,박진전쟁기념관,경상남도 창녕군 남지읍 월상길 27,35.4480082741,128.3862176485,박진전쟁기념관.JPG
930,화천한옥학교,강원특별자치도 화천군 간동면 모현동로 182-35,38.0387530513,127.7887167305,화천한옥학교.jpg
931,서울옥션 강남센터,서울특별시 강남구 언주로 864(신사동),37.5274847788,127.0339392991,서울옥션 강남센터.JPG
932,다울랭 갤러리,서울특별시 용산구 한강대로15길 32 (한강로3가),37.5266141606,126.9628680184,다울랭 갤러리.jpg
933,유현문화관광지,강원특별자치도 횡성군 경강로유현1길 50,37.53071821,127.8199400621,유현문화관광지.JPG
934,고양관광정보센터,경기도 고양시 일산동구 장항동 845,37.6595397482,126.7727121731,고양관광정보센터.jpg
935,경주문화관 1918,경상북도 경주시 원화로 266 경주역,35.8443511604,129.2174642948,경주문화관 1918.jpg
936,여수 테디베어뮤지엄,전라남도 여수시 안심산길 155,34.7481182078,127.6419373099,여수 테디베어뮤지엄.jpg
937,구리어린이천문대,경기도 구리시 사노동,37.6356380157,127.1401598782,구리어린이천문대.jpg
938,거제곤충생태박물관,경상남도 거제시 거제남서로 3577 거제시농업개발원,34.8569114552,128.5803387153,거제곤충생태박물관.JPG
939,안양박물관,경기도 안양시 만안구 석수동,37.4177982109,126.9177585209,안양박물관.jpg
940,감만창의문화촌,부산광역시 남구 우암로 84-1,35.1184857691,129.0813547668,감만창의문화촌.JPG
941,여수미술관,전라남도 여수시 도원로 263-1,34.7613614826,127.6601548244,여수미술관.jpg
942,아스카 게임박물관,경기도 파주시 탄현면 법흥리,37.791684086,126.6955960523,아스카 게임박물관.jpg
943,평화테마촌,전라남도 여수시 향일암로 365 사단법인 여수문화 예술원,34.6055116778,127.7873559899,평화테마촌.jpg
944,한영아트센터,대구광역시 수성구 수성동4가,35.8600520665,128.617108265,한영아트센터.jpg
945,다누리센터4D체험관,,0.0,0.0,다누리센터4D체험관.JPG
946,순천시 기독교역사박물관,전라남도 순천시 매산길 61 (매곡동),34.9604749201,127.4801794359,순천시 기독교역사박물관.jpg
947,여수 민속 전시관,전라남도 여수시 서부로 1442 율촌중앙초등학교,34.846502927,127.5566200664,여수 민속 전시관.jpg
948,진남문예회관,전라남도 여수시 좌수영로 69 시민회관,34.7468448423,127.7282297932,진남문예회관.jpg
949,한국소리터,경기도 평택시 현덕면 권관리,36.9212584984,126.9208719893,한국소리터.jpg
950,곤충테마여행,경기도 포천시 가산면 가산리,37.8322518354,127.172629038,곤충테마여행.jpg
951,용인어린이천문대,경기도 용인시 기흥구 지곡동,37.2494909344,127.128777409,용인어린이천문대.jpg
952,수지어린이천문대,경기도 용인시 수지구 고기동,37.3513361208,127.05338139,수지어린이천문대.jpg
953,헤이리트릭아트,경기도 파주시 탄현면 법흥리,37.7900954025,126.6967154389,헤이리트릭아트.jpg
954,아트원씨어터,서울특별시 종로구 대학로12길 83 (동숭동),37.580322547,127.0040210825,아트원씨어터.jpg
955,이랜드갤러리,경기도 파주시 탄현면 법흥리,37.789189927,126.6952794854,이랜드갤러리.jpg
956,세미원 연꽃박물관,경기도 양평군 양서면 용담리,37.5409856786,127.3239847527,세미원 연꽃박물관.jpg
957,센티드뮤제,경기도 파주시 탄현면 법흥리,37.789823205,126.6963238158,센티드뮤제.jpg
958,틴틴홀,서울특별시 종로구 대학로10길 24 (동숭동),37.581652939,127.0035683079,틴틴홀.jpg
959,중림창고,서울특별시 중구 서소문로6길 33 (중림동),37.5597326129,126.9672389067,중림창고.jpg
960,대원뮤지엄,서울특별시 용산구 한강로3가,37.5298249324,126.9647566449,대원뮤지엄.JPG
961,국립극장 공연예술박물관,서울특별시 중구 장충단로 59 (장충동2가),37.551800789,127.0000222551,국립극장 공연예술박물관.jpg
962,푸르지오아트홀,서울특별시 중구 을지로4가261-4,37.5661074117,126.9973026526,푸르지오아트홀.jpg
963,노들섬 라이브하우스,"서울특별시 용산구 이촌동1,2층",37.5177178854,126.9580520415,노들섬 라이브하우스.JPG
964,일신홀,서울특별시 용산구 한남동,37.5372192491,127.0055304997,일신홀.JPG
965,용산아트홀,서울특별시 용산구 이태원동,37.5325306355,126.9904986675,용산아트홀.JPG
966,어둠속의대화 북촌점,서울특별시 종로구 가회동,37.5833718478,126.9848310783,어둠속의대화 북촌점.jpg
967,홍익대학교 대학로 아트센터,서울특별시 종로구 연건동,37.5766118212,127.0014686424,홍익대학교 대학로 아트센터.jpg
968,바탕골소극장,서울특별시 종로구 동숭동,37.5819112248,127.0025878347,바탕골소극장.jpg
969,JTN아트홀,서울특별시 종로구 이화동,37.5766979666,127.003946192,JTN아트홀.jpg
970,서울생활문화센터 체부,서울특별시 종로구 체부동,37.5767640432,126.9715074797,서울생활문화센터 체부.jpg
971,한국색동박물관,서울특별시 종로구 권농동한국색동박물관,37.5739397411,126.9921056823,한국색동박물관.jpg
972,불교중앙박물관,서울특별시 종로구 견지동,37.5739784579,126.9827509785,불교중앙박물관.jpg
973,상명아트센터,서울특별시 종로구 홍지동,37.6018747164,126.9549888301,상명아트센터.jpg
974,한상수자수박물관,서울특별시 성북구 성북로16길 4-10 (성북동),37.5936570525,127.0009515394,한상수자수박물관.jpg
975,별내어린이천문대,경기도 남양주시 별내면 용암리,37.7344708366,127.1331021325,별내어린이천문대.JPG
976,에이씨티 그라운드 화성ICT 생활문화센터,경기도 화성시 팔탄면 율암리,37.1703124558,126.8870237597,에이씨티 그라운드 화성ICT 생활문화센터.jpg
977,북한강야외공연장,경기도 남양주시 화도읍 금남리,37.6473935259,127.3655279101,북한강야외공연장.JPG
978,아이뮤지엄 여수점,전라남도 여수시 박람회길 1 (덕충동),34.7508669389,127.7469836066,아이뮤지엄 여수점.jpg
979,호천문화플랫폼,부산광역시 부산진구 범천동,35.1442517735,129.0512372374,호천문화플랫폼.JPG
980,영산포역사갤러리,전라남도 나주시 영산3길 17 (영산동),35.000760123,126.7115155936,영산포역사갤러리.jpg
981,한화기념관,인천광역시 남동구 논현고잔로168번길 45 한화기념관,37.395691676,126.7180328768,한화기념관.jpg
982,경전철 홍보관,부산광역시 기장군 철마면 반송로 1180,35.243520769,129.1774735264,경전철 홍보관.JPG
983,고리원자력홍보관,부산광역시 기장군 장안읍 길천리80,35.222740367,129.2099296095,고리원자력홍보관.JPG
984,부산트래블라운지,"부산광역시 동구 대영로243번길 38 (초량동)1, 2층",35.1138854894,129.0382225321,부산트래블라운지.JPG
985,동구 문화플랫폼,부산광역시 동구 중앙대로 380 (좌천동),35.129003448,129.049423923,동구 문화플랫폼.JPG
986,망양로 산복도로 전시관,부산광역시 동구 망양로 488 (초량동)3층,35.1177127465,129.0332367504,망양로 산복도로 전시관.JPG
987,동래읍성 임진왜란 역사관,부산광역시 동래구 충렬대로 지하223 (수안동),35.2018764786,129.0839244809,동래읍성 임진왜란 역사관.JPG
988,부산도서관,부산광역시 사상구 사상로310번길 33 (덕포동),35.1727612544,128.9853255285,부산도서관.JPG
989,사상생활사박물관,부산광역시 사상구 낙동대로1258번길 36 (삼락동),35.1720612119,128.9787455646,사상생활사박물관.JPG
990,천마산 조각공원,부산광역시 서구 천마산로209번길 94 (남부민동),35.0890628836,129.0173889097,천마산 조각공원.jpg
991,영도해녀문화전시관,부산광역시 영도구 중리남로 2-36 (동삼동),35.0670412443,129.0660713884,영도해녀문화전시관.JPG
992,뮤지엄홀리데이,강원특별자치도 강릉시 토성로 1442층,37.7548182432,128.8926558843,뮤지엄홀리데이.jpg
993,감귤박물관,제주특별자치도 서귀포시 효돈순환로 441(신효동),33.2711819574,126.6080904173,감귤박물관.jpg
994,신안갯벌박물관,전라남도 신안군 증도면 지도증도로 1766-15,34.9646075274,126.1377089339,신안갯벌박물관.jpg
995,송도컨벤시아,인천광역시 연수구 센트럴로 123(송도동),37.3890356252,126.6461951621,송도컨벤시아.jpg
996,제주도립미술관,제주특별자치도 제주시 1100로 2894-78,33.4525489265,126.4897521473,제주도립미술관.jpg
997,나주학생독립운동기념관,전라남도 나주시 죽림길 26,35.0281489469,126.7262830566,나주학생독립운동기념관.jpg
998,씽크씽크미술관,서울특별시 강남구 봉은사로68길 19,37.5108509009,127.0507104657,씽크씽크미술관.jpg
999,고창고인돌박물관,전라북도 고창군 고창읍 고인돌공원길 74,35.4416120441,126.6523681958,고창고인돌박물관.jpg
1000,코엑스아티움,서울특별시 강남구 영동대로 513,37.5118148298,127.0591402265,코엑스아티움.jpg
1001,명보아트홀,서울특별시 중구 마른내로 47,37.564679726,126.9931808474,명보아트홀.jpg
1002,한향림옹기박물관,경기도 파주시 탄현면 헤이리마을길 96-43,37.7899260529,126.7009233917,한향림옹기박물관.jpg
1003,동구인문학당,광주광역시 동구 동계천로 168-5,35.148827599,126.9275344882,동구인문학당.jpg
1004,정지용 문학관,충청북도 옥천군 옥천읍 향수길 56,36.3149342963,127.5816069833,정지용 문학관.jpg
1005,심산기념문화센터,서울특별시 서초구 사평대로 55(반포동),37.4988456583,126.9904940651,심산기념문화센터.jpg
1006,영양문화원,경상북도 영양군 영양읍 군민회관길 7,36.6634951842,129.1175826649,영양문화원.jpg
1007,세종문화회관,서울특별시 종로구 세종대로 175(세종로),37.5720646708,126.9760488661,세종문화회관.jpg
1008,국립중앙박물관,서울특별시 용산구 서빙고로 137,37.5239231193,126.9803331705,국립중앙박물관.jpg
1009,두산아트센터,서울특별시 종로구 종로33길 15(연지동),37.5718095925,127.0009799341,두산아트센터.jpg
1010,인천수봉문화회관,인천광역시 미추홀구 수봉안길 78(숭의동),37.4615191552,126.6622472444,인천수봉문화회관.jpg
1011,호암미술관,경기도 용인시 처인구 포곡읍 에버랜드로562번길 38,37.2932064593,127.1923148632,호암미술관.jpg
1012,국립중앙과학관,대전광역시 유성구 대덕대로 481(구성동),36.3754709184,127.3751904492,국립중앙과학관.bmp
1013,경희대학교 중앙박물관,서울특별시 동대문구 경희대로 26(회기동),37.5964409895,127.0524856524,경희대학교 중앙박물관.jpg
1014,고양문화원,경기도 고양시 일산서구 한류월드로 280(대화동),37.6649943753,126.75625519,고양문화원.jpg
1015,제주 탑동해변공연장,제주특별자치도 제주시 중앙로 2(삼도이동),33.5179061303,126.5243032176,제주 탑동해변공연장.jpg
1016,강릉시 오죽헌/시립박물관,강원특별자치도 강릉시 율곡로3139번길 24(죽헌동),37.7782679956,128.8766149376,
1017,광양문화원,전라남도 광양시 광양읍 매천로 829,34.975866687,127.5861308504,광양문화원.jpg
1018,의성문화원,경상북도 의성군 의성읍 안평의성로 1122-36,36.3585383302,128.6808413434,의성문화원.jpg
1019,성주문화원,경상북도 성주군 성주읍 성주로 3204,35.9184810046,128.2840999119,성주문화원.jpg
1020,원광대학교 박물관,전라북도 익산시 익산대로 460(신동),35.967818477,126.9557276866,원광대학교 박물관.jpg
1021,정읍사예술회관,전라북도 정읍시 시기4길 13,35.5529529525,126.8615801168,정읍사예술회관.jpg
1022,국립부여박물관,충청남도 부여군 부여읍 금성로 5,36.2763825813,126.9189645227,국립부여박물관.jpg
1023,롯데월드 민속박물관,서울특별시 송파구 올림픽로 240(잠실동) 롯데월드 쇼핑몰 3층,37.5112294847,127.0979394903,롯데월드 민속박물관.JPG
1024,서울시립미술관(서소문본관),서울특별시 중구 덕수궁길 61,37.5641627695,126.973693748,서울시립미술관(서소문본관).jpg
1025,운보의 집,충청북도 청주시 청원구 내수읍 형동2길 92-41,36.6919213789,127.5650536346,운보의 집.jpg
1026,수원야외음악당,경기도 수원시 팔달구 동수원로 335(인계동),37.2592992563,127.0363966228,수원야외음악당.jpg
1027,예천군 문화회관,경상북도 예천군 예천읍 충효로 209-15,36.6513588546,128.445698276,예천군 문화회관.jpg
1028,군포문화원,경기도 군포시 한세로56번길 12(당정동),37.3472320578,126.9548682338,군포문화원.JPG
1029,국립국악원,서울특별시 서초구 남부순환로 2364,37.4778373158,127.0088596528,국립국악원.jpg
1030,서울메트로미술관,서울특별시 종로구 사직로 지하 130(적선동) 지하철 3호선 경복궁역 역사 內,37.575847516,126.9733323397,서울메트로미술관.jpg
1031,현대예술관,울산광역시 동구 명덕로 10 현대예술관,35.5228997416,129.4317185812,현대예술관.jpg
1032,진안 문예체육회관,전라북도 진안군 진안읍 진무로 1054-38,35.7863278855,127.4265238774,진안 문예체육회관.jpg
1033,고신대학교복음병원 의학도서관,부산광역시 서구 감천로 262,35.0809776153,129.0139810929,고신대학교복음병원 의학도서관.jpg
1034,서울역사박물관,서울특별시 종로구 새문안로 55 서울역사박물관,37.5698981615,126.9707771853,서울역사박물관.JPG
1035,팔공문화원,대구광역시 동구 팔공로197길 25(백안동),35.9559730939,128.6891964556,팔공문화원.jpg
1036,광주 동구문화원,광주광역시 동구 예술길 18-1,35.150118962,126.9181741721,광주 동구문화원.jpg
1037,한국소리문화의전당,전라북도 전주시 덕진구 소리로 31(덕진동1가),35.8552677836,127.1376810758,한국소리문화의전당.jpg
1038,안성맞춤박물관,경기도 안성시 대덕면 서동대로 4726-15,37.0114035624,127.2283306103,안성맞춤박물관.jpg
1039,난계국악박물관,충청북도 영동군 심천면 국악로 9,36.2101762428,127.7049321798,난계국악박물관.jpg
1040,전주역사박물관,전라북도 전주시 완산구 쑥고개로 259(효자동2가),35.8011537289,127.0933753228,전주역사박물관.jpg
1041,국립제주박물관,제주특별자치도 제주시 일주동로 17(건입동),33.5134097988,126.5489122921,국립제주박물관.jpg
1042,종이나라박물관,서울특별시 중구 장충단로 166(장충동1가),37.5596555423,127.0061575845,종이나라박물관.jpg
1043,춘천 애니메이션박물관&토이로봇관,강원특별자치도 춘천시 서면 박사로 854,37.8930876473,127.6918882316,춘천 애니메이션박물관&토이로봇관.jpg
1044,함평문화원,전라남도 함평군 함평읍 기산길 163-16,35.0718016793,126.5190225418,함평문화원.jpg
1045,모차르트 콘서트홀,서울특별시 서초구 명달로 104(서초동),37.4864834571,127.0045514675,모차르트 콘서트홀.jpg
1046,가족문화센터,울산광역시 남구 대공원로 84(옥동),35.5319960593,129.2905556337,가족문화센터.jpg
1047,토지문화관,강원특별자치도 원주시 흥업면 매지회촌길 79,37.2574487215,127.9111953371,토지문화관.jpg
1048,전라북도산림박물관,전라북도 순창군 복흥면 추령로 1777,35.4771265362,126.9257430177,전라북도산림박물관.jpg
1049,대전예술의전당,대전광역시 서구 둔산대로 135(만년동),36.3666026409,127.3837677004,대전예술의전당.jpg
1050,땅끝해양자연사박물관,전라남도 해남군 송지면 중대동길 5-4,34.324803123,126.567369623,땅끝해양자연사박물관.jpg
1051,청작화랑,서울특별시 강남구 압구정로 134(신사동),37.5243516222,127.0235014499,청작화랑.jpg
1052,갤러리에이엠,서울특별시 종로구 팔판길 23,37.5828940563,126.980992553,갤러리에이엠.jpg
1053,다도박물관,경기도 김포시 월곶면 애기봉로275번길 187-49,37.737513252,126.5744031239,다도박물관.jpg
1054,충현박물관,경기도 광명시 오리로347번길 5-6,37.4335512333,126.8781950141,충현박물관.jpg
1055,우석헌자연사박물관,경기도 남양주시 진접읍 금강로 1095,37.6978978201,127.1610061937,우석헌자연사박물관.jpg
1056,영집 궁시박물관,경기도 파주시 탄현면 국원말길 168,37.7849962608,126.7114892297,영집 궁시박물관.JPG
1057,강화화문석문화관,인천광역시 강화군 송해면 장정양오길 413,37.7957598993,126.4547735697,강화화문석문화관.jpg
1058,제천기적의도서관,충청북도 제천시 용두천로38길 30,37.155249589,128.2200482973,제천기적의도서관.jpg
1059,정선아리랑 전수관,강원특별자치도 정선군 여량면 아우라지길 69,37.4756000133,128.7242156942,정선아리랑 전수관.jpg
1060,인천 화도진도서관,인천광역시 동구 화도진로 122 화도진도서관,37.4818911891,126.6283608811,인천 화도진도서관.jpg
1061,지적박물관,충청북도 제천시 금성면 양월로 34,37.0761055034,128.1977303856,지적박물관.jpg
1062,수도국산달동네박물관,인천광역시 동구 솔빛로 51(송현동),37.4774807812,126.6391489087,수도국산달동네박물관.jpg
1063,대전학생교육문화원,대전광역시 중구 동서대로 1360(목동),36.3293601492,127.4102552317,대전학생교육문화원.jpg
1064,광주학생교육문화회관,광주광역시 서구 상무민주로 61,35.1557506526,126.8585681905,광주학생교육문화회관.jpg
1065,서산시 청소년문화의집,충청남도 서산시 해미면 성지3길 33,36.7100401411,126.5425896627,서산시 청소년문화의집.jpg
1066,강원 신재생에너지전시관,강원특별자치도 평창군 대관령면 경강로 5754,37.6855597537,128.758272899,강원 신재생에너지전시관.jpg
1067,제주국제컨벤션센터,제주특별자치도 서귀포시 중문관광로 224(중문동),33.2412740186,126.4244958917,제주국제컨벤션센터.jpg
1068,북촌문화센터,서울특별시 종로구 계동길 37(계동),37.5790751499,126.9862366274,북촌문화센터.jpg
1069,한국천연염색박물관,전라남도 나주시 다시면 백호로 379,34.9940128458,126.6625561976,한국천연염색박물관.jpg
1070,서울대학교 치의학박물관,서울특별시 종로구 대학로 101(연건동) 서울대학교 치의학대학원 본관 1층,37.5778004989,126.9974217548,서울대학교 치의학박물관.jpg
1071,동양자수박물관,강원특별자치도 강릉시 죽헌길 140-12,37.7779681022,128.880303503,동양자수박물관.jpg
1072,제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023,33.4513683869,126.6567710025,제주돌문화공원.jpg
1073,동학혁명기념관,전라북도 전주시 완산구 은행로 34(풍남동3가),35.8168862888,127.1520252483,동학혁명기념관.jpg
1074,전주대학교 박물관,전라북도 전주시 완산구 천잠로 303,35.8141438623,127.0901641594,전주대학교 박물관.jpg
1075,박동진 판소리전수관,충청남도 공주시 무릉중말길 22-14,36.4581967182,127.1709398394,박동진 판소리전수관.jpg
1076,박정우 염색갤러리,충청북도 제천시 내제로31길 22(청전동),37.1484308439,128.2154433546,박정우 염색갤러리.jpg
1077,인천학생교육문화회관,인천광역시 중구 자유공원로 12(인현동),37.4757391504,126.6296831541,인천학생교육문화회관.jpg
1078,손기정기념관,서울특별시 중구 손기정로 101(만리동2가),37.556907925,126.9663390685,손기정기념관.jpg
1079,래미안 갤러리,서울특별시 송파구 충민로 17(문정동),37.4792280418,127.120060608,래미안 갤러리.jpg
1080,한국잡월드,경기도 성남시 분당구 분당수서로 501(정자동),37.3785116955,127.10616472,한국잡월드.jpg
1081,목포근대역사관 2관,전라남도 목포시 번화로 18,34.7860344247,126.3815027561,목포근대역사관 2관.jpg
1082,마리아칼라스홀,서울특별시 강남구 영동대로 315(대치동),37.5025049232,127.06602042,마리아칼라스홀.jpg
1083,한국도량형박물관,충청남도 당진시 산곡길 219-4,36.8927491743,126.6767698461,한국도량형박물관.jpg
1084,인도미술박물관,강원특별자치도 영월군 주천면 송학주천로 899-6,37.2357573432,128.2393330954,인도미술박물관.jpg
1085,응암정보도서관,"서울특별시 은평구 가좌로 179 성지빌딩2층,3층",37.587109151,126.9206340476,응암정보도서관.JPG
1086,광명업사이클아트센터,경기도 광명시 가학로85번길 142(가학동),37.4246631131,126.8634188301,광명업사이클아트센터.jpg
1087,한국종합무역센터(코엑스),서울특별시 강남구 영동대로 513,37.5117453937,127.0591541159,한국종합무역센터(코엑스).jpg
1088,근대문화체험관 계산예가,대구광역시 중구 서성로 6-1(계산동2가),35.8671840532,128.5878634206,근대문화체험관 계산예가.jpg
1089,고흥우주천문과학관,전라남도 고흥군 도양읍 장기산선암길 353,34.5526312994,127.1250541164,고흥우주천문과학관.JPG
1090,횡성군문화예술회관,강원특별자치도 횡성군 횡성읍 문예로 75,37.4886398615,127.9751716993,횡성군문화예술회관.jpg
1091,추억의 청춘뮤지엄,경기도 양평군 용문면 용문산로 620,37.5445678245,127.5853831372,추억의 청춘뮤지엄.JPG
1092,둘리뮤지엄,서울특별시 도봉구 시루봉로1길 6(쌍문동),37.6524145884,127.0276085491,둘리뮤지엄.jpg
1093,국립낙동강생물자원관(상주),경상북도 상주시 도남2길 137(도남동),36.4456093881,128.2554321902,국립낙동강생물자원관(상주).jpg
1094,구하우스미술관,경기도 양평군 서종면 무내미길 49-12(서종면),37.6030456359,127.3511249446,구하우스미술관.jpg
1095,한국이민사박물관,인천광역시 중구 월미로 329(북성동1가),37.4701226178,126.600252662,한국이민사박물관.jpg
1096,책과인쇄박물관,강원특별자치도 춘천시 신동면 풍류1길 156,37.8194162732,127.7248179735,책과인쇄박물관.jpg
1097,국립대구기상과학관,대구광역시 동구 효동로2길 10(효목동),35.8791505263,128.6507908775,국립대구기상과학관.jpg
1098,국립어린이과학관,서울특별시 종로구 창경궁로 215,37.582013891,126.9970022296,국립어린이과학관.jpg
1099,CECO 창원컨벤션센터,경상남도 창원시 의창구 원이대로 362(대원동),35.2384089892,128.6569079447,CECO 창원컨벤션센터.jpg
1100,양주시립 회암사지박물관,경기도 양주시 회암사길 11(율정동),37.8412550747,127.1028740399,양주시립 회암사지박물관.jpg
1101,배다골테마파크 고양민속박물관,경기도 고양시 덕양구 배다골길 131(화정동),37.6307388794,126.8475144866,배다골테마파크 고양민속박물관.JPG
